,LOAN_AMOUNT,LOAN_BEHAVIOR,LOAN_START_DATE
30483,510400.42,Current,2022-07-05
30484,969997.46,Current,2022-07-26
30485,1551199.57,Current,2022-09-08
30486,1151199.71,Current,2022-10-19
30487,1379200.71,Current,2022-12-06
30488,844799.35,Current,2023-01-10
30489,928640.04,Current,2023-02-06
30490,570747.66,Current,2023-02-16
30491,1160799.18,Current,2023-03-10
30492,1471589.3,Current,2023-03-31
30493,9444683.69,Current,2023-03-31
30494,705600.1,Current,2023-05-09
30495,653418.83,Current,2023-05-23
30496,887598.72,Current,2023-05-30
30497,563199.61,Current,2023-06-20
30498,862401.58,Current,2023-07-07
30499,906799.18,Current,2023-07-17
30500,2906856.67,Current,2023-08-02
30501,650459.95,Amortization Past Due,2023-08-17
30502,650460.41,Current,2023-10-05
30503,958398.82,Current,2023-12-06
30504,1000000.14,Current,2023-12-11
30505,1006399.11,Current,2023-12-15
30506,1444149.45,Current,2023-12-22
30507,13370135.32,Current,2023-12-29
30508,1012199.97,Current,2024-01-17
30509,1014402.24,Current,2024-01-30
30510,996798.58,Current,2024-02-14
30511,8578670.93,Current,2024-02-20
30512,672799.74,Current,2024-03-15
30513,631200.27,Current,2024-03-22
30514,1161998.88,Current,2024-03-27
30515,1567200.46,Current,2024-03-27
30516,795720.69,Items for litigation,1994-06-29
30517,689698.42,Items for litigation,1994-06-29
30518,521663.65,Items for litigation,1995-07-07
30519,537073.1,Items for litigation,1995-07-11
30520,537840.73,Items for litigation,1996-02-09
30521,342071.01,Items for litigation,1996-12-12
30522,342073.01,Items for litigation,1997-01-15
30523,717010.14,Items for litigation,2000-01-25
30524,500881.6,Items for litigation,2000-08-14
30525,826129.82,Items for litigation,2001-02-21
30526,2096350.4,Items for litigation,2002-08-15
30527,781151.67,Items for litigation,2002-10-07
30528,927214.93,Items for litigation,2003-03-25
30529,658367.04,Items for litigation,2001-05-22
30530,1710335.82,Items for litigation,2002-03-08
30531,594768.96,Items for litigation,2005-12-21
30532,105309.01,Items for litigation,2006-01-31
30533,350000.81,Items for litigation,1994-12-23
30534,1047779.34,Items for litigation,2006-12-28
30535,699999.32,Current,2007-05-30
30536,668637.82,Items for litigation,2007-10-31
30537,2247388.13,Items for litigation,2007-11-15
30538,1368131.34,Current,2008-09-03
30539,1379199.86,Current,2008-09-24
30540,1999998.63,Current,2008-12-11
30541,676578.6,Current,2009-03-30
30542,2447826.86,Current,2009-03-30
30543,3041279.47,Current,2009-04-30
30544,14811775.98,Current,2009-05-06
30545,1923439.65,Current,2009-09-17
30546,8337632.34,Current,2010-02-03
30547,1972432.29,Current,2010-04-13
30548,1093655.84,Principal Past Due,2010-05-06
30549,9999999.76,Current,2010-05-14
30550,3079718.75,Current,2010-06-25
30551,1371540.32,Items for litigation,2010-08-10
30552,1599998.36,Amortization Past Due,2010-08-25
30553,1800000.36,Current,2010-09-13
30554,2423104.73,Current,2010-09-16
30555,1379458.78,Items for litigation,2010-12-30
30556,685438.97,Items for litigation,2011-05-18
30557,1274490.44,Current,2011-08-12
30558,2357727.28,Current,2011-08-19
30559,7575183.37,Current,2011-12-02
30560,1092001.24,Items for litigation,2011-12-19
30561,2121270.38,Current,2012-02-03
30562,635447.69,Principal Past Due,2012-02-28
30563,4347652.74,Current,2012-03-15
30564,543457.64,Principal Past Due,2012-03-16
30565,1591580.15,Current,2012-04-11
30566,7299999.92,Current,2012-07-25
30567,3500001.97,Current,2012-07-26
30568,612109.0,Current,2012-08-31
30569,661000.7,Items for litigation,2012-11-19
30570,1577014.0,Current,2013-01-09
30571,4992000.41,Amortization Past Due,2013-01-25
30572,2000000.78,Current,2013-02-08
30573,500000.25,Items for litigation,2013-03-15
30574,419220.28,Items for litigation,2013-03-27
30575,1020000.16,Items for litigation,2013-04-01
30576,639200.12,Items for litigation,2013-05-27
30577,1999999.31,Current,2013-07-24
30578,750000.16,Items for litigation,2013-09-05
30579,4581904.17,Current,2013-09-06
30580,572736.33,Current,2013-09-06
30581,460000.09,Items for litigation,2013-09-19
30582,1226500.47,Current,2013-11-22
30583,7211237.44,Amortization Past Due,2013-11-29
30584,1359999.11,Current,2013-12-11
30585,1790002.5,Principal Past Due,2013-12-11
30586,919199.09,Items for litigation,2014-01-10
30587,2066865.58,Current,2014-02-06
30588,4543998.62,Amortization Past Due,2014-02-10
30589,1500001.36,Current,2014-02-20
30590,3761165.41,Current,2014-02-21
30591,389999.11,Items for litigation,2014-03-12
30592,3300000.25,Current,2014-03-21
30593,2506598.93,Current,2014-04-01
30594,1271616.71,Current,2014-03-17
30595,2821161.75,Current,2014-04-30
30596,2063998.7,Amortization Past Due,2014-05-05
30597,1553432.3,Current,2014-05-29
30598,4310750.77,Current,2014-06-19
30599,2365721.91,Current,2014-06-25
30600,5085989.24,Current,2014-06-27
30601,635749.17,Current,2014-06-30
30602,1700000.64,Current,2014-06-30
30603,1195999.11,Items for litigation,2014-07-30
30604,697001.78,Current,2014-08-04
30605,828000.42,Current,2014-09-25
30606,1438398.49,Current,2014-09-29
30607,462399.95,Items for litigation,2014-09-30
30608,4571606.01,Current,2014-09-30
30609,3928152.83,Current,2014-08-27
30610,2799998.36,Current,2014-11-05
30611,2299999.96,Current,2014-11-27
30612,4120527.31,Current,2015-01-12
30613,1967430.11,Current,2015-01-28
30614,5999997.9,Current,2015-03-12
30615,2662454.84,Current,2015-03-26
30616,2513349.92,Amortization Past Due,2015-03-26
30617,1118844.96,Current,2015-03-31
30618,538399.91,Items for litigation,2015-04-22
30619,7275401.44,Amortization Past Due,2015-04-24
30620,5234936.48,Current,2015-04-30
30621,1065065.41,Current,2015-05-04
30622,1809281.03,Current,2015-05-04
30623,421269.79,Current,2015-05-06
30624,661300.43,Items for litigation,2015-05-29
30625,485056.53,Current,2015-05-29
30626,1877997.97,Current,2015-06-26
30627,1930694.38,Current,2015-06-29
30628,2000000.2,Current,2015-07-21
30629,1163079.73,Current,2015-07-28
30630,908735.02,Current,2015-07-29
30631,4752226.05,Current,2015-07-29
30632,1452993.31,Current,2015-08-17
30633,2516992.34,Current,2015-08-20
30634,1763861.27,Current,2015-09-11
30635,614919.8,Principal Past Due,2015-09-14
30636,2160000.13,Current,2015-09-23
30637,2499999.4,Current,2015-09-29
30638,1499999.23,Items for litigation,2015-10-16
30639,2364001.99,Current,2015-10-27
30640,1135999.83,Current,2015-10-27
30641,3550961.23,Current,2015-10-30
30642,449039.87,Current,2015-10-30
30643,2267199.09,Amortization Past Due,2015-11-16
30644,1749999.52,Current,2015-11-27
30645,1188600.64,Amortization Past Due,2015-12-18
30646,2017470.5,Current,2015-12-21
30647,2768610.07,Current,2015-12-28
30648,1740326.1,Current,2016-01-06
30649,217542.14,Current,2016-01-06
30650,2070001.53,Current,2016-01-26
30651,1745861.39,Current,2016-01-29
30652,213369.88,Current,2016-01-29
30653,1356568.05,Current,2016-01-15
30654,2120592.45,Current,2016-03-08
30655,2983869.14,Current,2016-03-16
30656,5188152.42,Current,2016-03-18
30657,1979999.5,Current,2016-03-29
30658,666401.33,Items for litigation,2016-03-31
30659,459998.65,Items for litigation,2016-04-04
30660,1656159.76,Amortization Past Due,2016-04-22
30661,2974361.4,Amortization Past Due,2016-05-24
30662,4000000.38,Amortization Past Due,2016-05-26
30663,598398.26,Items for litigation,2016-05-30
30664,4689528.51,Current,2016-06-01
30665,3859333.82,Amortization Past Due,2016-06-03
30666,2000000.1,Current,2016-06-09
30667,4563899.65,Current,2016-06-30
30668,3000000.25,Current,2016-07-01
30669,841600.95,Current,2016-07-01
30670,2999999.6,Items for litigation,2016-07-29
30671,2580001.23,Current,2016-08-12
30672,3042154.9,Amortization Past Due,2016-08-31
30673,2233086.96,Current,2016-09-14
30674,2739985.79,Current,2016-09-28
30675,1999998.34,Current,2016-10-13
30676,1159612.4,Current,2016-10-14
30677,2908727.76,Current,2016-10-28
30678,1883287.13,Current,2016-11-04
30679,1877999.63,Current,2016-11-10
30680,1719949.25,Current,2016-11-11
30681,1592303.12,Amortization Past Due,2016-11-29
30682,1760000.34,Principal Past Due,2016-12-23
30683,787001.31,Current,2017-01-12
30684,7123531.11,Current,2017-01-19
30685,999998.79,Amortization Past Due,2017-01-27
30686,1984566.45,Current,2017-02-28
30687,2499999.83,Amortization Past Due,2017-03-20
30688,1772394.04,Current,2017-05-03
30689,2718204.25,Current,2017-05-18
30690,999999.4,Current,2017-05-24
30691,5799599.8,Current,2017-07-11
30692,3712710.05,Amortization Past Due,2017-07-20
30693,2430960.4,Current,2017-07-31
30694,599998.11,Principal Past Due,2017-08-30
30695,1000000.86,Current,2017-10-06
30696,3543444.0,Current,2017-10-27
30697,2836943.74,Current,2017-11-06
30698,3491310.95,Current,2017-11-23
30699,5804895.92,Current,2017-11-29
30700,3238263.93,Current,2018-01-22
30701,3116242.52,Current,2018-01-31
30702,4000000.03,Current,2018-01-31
30703,1499998.61,Current,2018-02-01
30704,2524799.87,Current,2018-03-09
30705,6675356.62,Current,2018-03-27
30706,3176572.9,Current,2018-05-22
30707,4499999.49,Current,2018-05-24
30708,2019598.81,Current,2018-05-31
30709,647638.66,Current,2018-06-26
30710,1700000.16,Current,2018-06-18
30711,3010823.66,Current,2018-06-28
30712,4612394.01,Current,2018-06-28
30713,2368382.48,Current,2018-07-16
30714,10240000.14,Current,2018-07-25
30715,2361565.38,Current,2018-07-31
30716,2163467.71,Current,2018-08-13
30717,1736800.68,Principal Past Due,2018-08-13
30718,6999999.34,Current,2018-08-31
30719,3031584.55,Current,2018-09-11
30720,3942972.12,Current,2018-09-25
30721,13464559.82,Current,2018-09-28
30722,7799999.19,Current,2018-11-05
30723,332998.48,Amortization Past Due,2018-11-27
30724,2900252.68,Current,2018-11-29
30725,3069295.3,Current,2018-11-29
30726,5708625.27,Current,2018-11-29
30727,4265998.2,Current,2018-12-18
30728,3214681.02,Current,2018-12-19
30729,1599999.38,Amortization Past Due,2018-12-27
30730,2368555.98,Current,2019-01-03
30731,12063004.65,Current,2019-01-04
30732,1862730.51,Current,2019-01-04
30733,1237500.71,Current,2019-01-14
30734,1941429.62,Current,2019-01-31
30735,642201.03,Current,2019-01-31
30736,1375202.07,Current,2019-01-31
30737,918400.12,Current,2019-02-08
30738,737800.13,Current,2019-02-26
30739,796000.07,Current,2019-02-27
30740,1555066.67,Current,2019-02-28
30741,1736496.51,Current,2019-03-01
30742,10309999.81,Current,2019-03-01
30743,450001.06,Current,2019-03-07
30744,3827302.91,Current,2019-03-12
30745,887999.09,Current,2019-03-14
30746,1007199.83,Current,2019-03-22
30747,10521770.83,Current,2019-03-28
30748,904799.05,Current,2019-04-03
30749,2763163.2,Current,2019-04-25
30750,815999.98,Current,2019-04-29
30751,790400.25,Current,2019-05-02
30752,599248.33,Current,2019-05-08
30753,1339598.75,Items for litigation,2019-05-17
30754,1477300.77,Current,2019-05-17
30755,5381810.22,Principal Past Due,2019-03-27
30756,999999.89,Current,2019-05-23
30757,910400.44,Current,2019-05-23
30758,568831.14,Current,2019-05-30
30759,1106700.59,Current,2019-06-07
30760,639201.21,Current,2019-06-18
30761,2329939.66,Current,2019-06-20
30762,2973996.74,Amortization Past Due,2019-06-21
30763,670399.26,Current,2019-06-21
30764,2306145.16,Current,2019-06-24
30765,3150000.41,Current,2019-06-28
30766,953998.59,Current,2019-06-28
30767,559000.07,Amortization Past Due,2019-07-02
30768,917999.07,Current,2019-07-11
30769,799110.19,Current,2019-07-29
30770,2364555.16,Current,2019-07-30
30771,5598147.64,Current,2019-07-31
30772,499999.01,Current,2019-08-01
30773,1415200.93,Current,2019-08-05
30774,943199.84,Current,2019-08-08
30775,1749999.63,Current,2019-08-19
30776,799111.28,Items for litigation,2019-08-19
30777,1139001.73,Current,2019-08-22
30778,1219999.34,Current,2019-08-23
30779,2836559.44,Current,2019-08-29
30780,4372433.37,Amortization Past Due,2019-08-30
30781,1309999.79,Current,2019-09-06
30782,2136630.6,Current,2019-09-16
30783,1398001.44,Current,2019-09-17
30784,627300.2,Current,2019-09-20
30785,4421748.84,Current,2019-09-26
30786,859998.19,Current,2019-10-01
30787,950399.98,Items for litigation,2019-10-10
30788,1999999.84,Current,2019-10-14
30789,5000000.33,Current,2019-10-16
30790,628001.64,Amortization Past Due,2019-10-16
30791,568000.47,Current,2019-10-22
30792,4727024.81,Current,2019-10-23
30793,4152308.96,Principal Past Due,2019-09-25
30794,813300.77,Principal Past Due,2019-09-25
30795,3538941.51,Principal Past Due,2019-09-25
30796,3619115.19,Principal Past Due,2019-09-25
30797,3453670.48,Principal Past Due,2019-09-25
30798,670501.77,Principal Past Due,2019-09-25
30799,670498.77,Principal Past Due,2019-09-25
30800,5000000.34,Current,2019-10-31
30801,4652113.11,Current,2019-10-31
30802,1273500.64,Current,2019-10-31
30803,32480493.12,Current,2019-09-25
30804,797000.01,Current,2019-11-06
30805,658398.88,Current,2019-11-11
30806,2316587.78,Current,2019-11-19
30807,2048399.76,Current,2019-11-26
30808,568000.48,Current,2019-11-28
30809,996000.39,Current,2019-11-28
30810,876002.09,Current,2019-12-03
30811,12999998.4,Current,2019-12-03
30812,1499999.49,Current,2019-11-29
30813,2559361.49,Current,2019-11-29
30814,1420000.85,Current,2019-12-16
30815,744598.52,Amortization Past Due,2019-12-19
30816,739002.69,Current,2019-12-26
30817,3664775.97,Current,2019-12-26
30818,1779999.48,Current,2020-01-08
30819,672800.35,Current,2020-01-08
30820,678399.37,Current,2020-01-10
30821,1079999.06,Current,2020-01-16
30822,718401.6,Amortization Past Due,2020-01-22
30823,878399.45,Principal Past Due,2020-01-30
30824,770000.35,Current,2020-01-31
30825,701999.97,Current,2020-02-07
30826,868957.93,Current,2020-02-10
30827,627998.76,Current,2020-02-10
30828,1010100.51,Current,2020-02-12
30829,680800.21,Current,2020-02-12
30830,638400.46,Current,2020-02-14
30831,4500000.1,Current,2020-02-17
30832,1276000.55,Current,2020-02-18
30833,974100.54,Amortization Past Due,2020-02-26
30834,1114400.5,Current,2020-02-27
30835,5959900.8,Current,2020-02-28
30836,3078100.61,Current,2020-03-11
30837,3210755.2,Current,2020-04-15
30838,5600442.98,Current,2020-05-20
30839,749001.04,Current,2020-05-29
30840,1509601.96,Current,2020-06-01
30841,536348.96,Amortization Past Due,2020-06-02
30842,5067585.26,Current,2020-06-29
30843,805999.24,Current,2020-06-30
30844,3251688.61,Current,2020-07-01
30845,4433110.26,Amortization Past Due,2020-07-17
30846,902400.2,Current,2020-08-04
30847,959998.61,Current,2020-08-05
30848,560055.96,Current,2020-08-10
30849,1033262.84,Current,2020-08-11
30850,615999.96,Current,2020-08-13
30851,388800.05,Current,2020-08-20
30852,950398.44,Current,2020-08-25
30853,548000.28,Current,2020-08-25
30854,922399.35,Current,2020-08-28
30855,3199999.8,Current,2020-09-03
30856,443998.64,Current,2020-09-04
30857,587908.7,Current,2020-09-15
30858,6761091.7,Principal Past Due,2020-08-14
30859,704800.16,Current,2020-09-25
30860,915789.68,Principal Past Due,2020-09-09
30861,14729396.47,Principal Past Due,2020-08-14
30862,6789439.11,Principal Past Due,2020-08-14
30863,13679655.09,Principal Past Due,2020-08-14
30864,935999.88,Current,2020-09-29
30865,6520890.78,Principal Past Due,2020-08-14
30866,3852316.52,Principal Past Due,2020-08-14
30867,6072247.75,Current,2020-09-09
30868,2915546.3,Current,2020-09-30
30869,450101.15,Current,2020-09-09
30870,456999.83,Current,2020-09-09
30871,871998.81,Current,2020-10-05
30872,13732163.27,Principal Past Due,2020-08-14
30873,9399927.52,Amortization Past Due,2020-09-09
30874,781148.5,Current,2020-10-07
30875,3153481.47,Current,2020-09-09
30876,986240.94,Current,2020-09-09
30877,7761030.87,Amortization Past Due,2020-09-09
30878,1121999.91,Items for litigation,2020-10-13
30879,794401.39,Current,2020-10-20
30880,1574999.88,Current,2020-10-26
30881,1056000.61,Current,2020-10-29
30882,3725718.86,Current,2020-11-04
30883,510400.67,Current,2020-11-16
30884,592451.29,Items for litigation,2020-11-17
30885,1052800.25,Current,2020-11-20
30886,3440000.92,Current,2020-11-23
30887,3255838.4,Current,2020-11-27
30888,948000.36,Current,2020-11-27
30889,2246537.51,Current,2020-12-01
30890,722400.26,Current,2020-12-01
30891,1295001.05,Current,2020-12-02
30892,1769598.23,Current,2020-12-04
30893,702400.42,Current,2020-12-07
30894,794499.12,Current,2020-12-14
30895,1436000.59,Current,2020-12-14
30896,857498.98,Amortization Past Due,2020-12-15
30897,614600.45,Current,2020-12-16
30898,798400.28,Current,2020-12-17
30899,7274999.48,Current,2020-12-22
30900,2500001.03,Current,2020-12-28
30901,1883199.86,Current,2020-12-29
30902,4538701.49,Current,2021-01-06
30903,1004000.75,Current,2021-01-06
30904,610399.25,Current,2021-01-07
30905,733000.8,Current,2021-01-07
30906,1051999.35,Current,2021-01-11
30907,783998.5,Current,2021-01-21
30908,1889999.43,Amortization Past Due,2021-01-22
30909,2965802.59,Current,2021-01-25
30910,701000.7,Current,2021-01-25
30911,3498509.59,Current,2021-01-26
30912,856799.99,Current,2021-01-28
30913,879998.31,Current,2021-01-29
30914,1602200.13,Current,2021-01-29
30915,1499999.01,Current,2021-01-29
30916,2287498.13,Current,2021-02-01
30917,667998.07,Current,2021-02-09
30918,780000.2,Current,2021-02-16
30919,1172150.97,Current,2021-02-17
30920,1163998.78,Current,2021-02-19
30921,739178.14,Current,2021-02-19
30922,4814794.46,Current,2021-02-24
30923,2431999.48,Current,2021-02-26
30924,798400.83,Current,2021-03-03
30925,366099.93,Current,2021-03-08
30926,3127319.32,Current,2021-03-12
30927,990399.53,Current,2021-03-18
30928,619501.61,Current,2021-03-23
30929,1036800.11,Current,2021-03-26
30930,926099.45,Current,2021-03-26
30931,4139495.89,Current,2021-03-29
30932,858399.44,Current,2021-04-05
30933,487576.61,Current,2021-04-07
30934,3020218.59,Principal Past Due,2021-03-24
30935,733201.45,Current,2021-04-14
30936,686400.85,Current,2021-04-16
30937,799109.33,Current,2021-04-16
30938,618001.73,Current,2021-04-20
30939,3499999.04,Current,2021-04-23
30940,1039999.13,Current,2021-04-30
30941,1484000.21,Current,2021-04-30
30942,487576.76,Current,2021-05-03
30943,530999.54,Principal Past Due,2021-05-03
30944,655199.35,Current,2021-05-12
30945,5977000.08,Current,2021-05-18
30946,757410.38,Current,2021-05-18
30947,713600.14,Current,2021-05-27
30948,549501.39,Current,2021-05-27
30949,10200000.13,Current,2021-05-31
30950,948500.78,Current,2021-06-09
30951,1515200.4,Current,2021-06-10
30952,832223.11,Current,2021-06-11
30953,561849.55,Current,2021-06-15
30954,723348.74,Current,2021-06-15
30955,627042.13,Current,2021-06-15
30956,627040.87,Current,2021-06-15
30957,6807888.77,Current,2021-06-15
30958,1212563.29,Current,2021-06-15
30959,4980264.07,Current,2021-06-15
30960,1512077.05,Current,2021-06-15
30961,2429268.75,Principal Past Due,2021-06-15
30962,1189997.95,Current,2021-06-15
30963,556500.27,Current,2021-06-24
30964,4526893.58,Amortization Past Due,2021-06-15
30965,418399.3,Current,2021-06-25
30966,418949.25,Amortization Past Due,2021-06-29
30967,8958490.41,Amortization Past Due,2021-06-24
30968,24670225.08,Current,2021-06-24
30969,21438883.22,Principal Past Due,2021-06-24
30970,8722753.13,Current,2021-06-24
30971,8957478.19,Current,2021-06-24
30972,1014377.56,Current,2021-07-12
30973,999999.49,Current,2021-07-16
30974,925774.11,Current,2021-07-29
30975,899998.8,Amortization Past Due,2021-07-30
30976,3596001.02,Current,2021-08-03
30977,638247.58,Current,2021-08-11
30978,7284712.72,Current,2021-08-16
30979,5395533.86,Current,2021-08-16
30980,1464549.41,Amortization Past Due,2021-08-18
30981,2120000.75,Current,2021-08-18
30982,681000.33,Current,2021-08-19
30983,2765813.95,Current,2021-08-27
30984,697999.15,Current,2021-08-31
30985,898799.8,Amortization Past Due,2021-09-06
30986,1499998.17,Current,2021-09-07
30987,1599108.18,Current,2021-09-10
30988,619997.22,Current,2021-09-13
30989,3000000.1,Current,2021-09-27
30990,713599.59,Current,2021-09-29
30991,862403.01,Current,2021-09-29
30992,5612122.41,Current,2021-09-21
30993,935197.96,Current,2021-10-06
30994,1598399.06,Current,2021-10-07
30995,640801.26,Current,2021-10-11
30996,3339774.05,Current,2021-09-21
30997,956247.62,Current,2021-10-14
30998,1404001.8,Current,2021-10-20
30999,979649.48,Current,2021-10-20
31000,1787249.47,Current,2021-10-21
31001,7349004.03,Current,2021-10-22
31002,975599.76,Current,2021-10-28
31003,902399.23,Amortization Past Due,2021-10-29
31004,680800.54,Current,2021-10-29
31005,3040000.35,Amortization Past Due,2021-10-29
31006,2924109.73,Current,2021-11-05
31007,585000.16,Current,2021-11-05
31008,418399.55,Amortization Past Due,2021-11-09
31009,1699999.31,Current,2021-11-11
31010,798400.77,Current,2021-11-12
31011,1787921.25,Current,2021-11-18
31012,7124998.36,Current,2021-11-18
31013,2247810.71,Current,2021-11-23
31014,2999999.69,Current,2021-11-23
31015,6265499.48,Current,2021-11-24
31016,2699998.62,Current,2021-11-24
31017,4089600.68,Current,2021-11-29
31018,950400.53,Current,2021-11-29
31019,1151998.99,Current,2021-11-29
31020,549499.57,Current,2021-11-29
31021,2734386.86,Current,2021-12-02
31022,3851660.16,Current,2021-12-03
31023,723350.24,Items for litigation,2021-12-07
31024,1895499.29,Current,2021-12-09
31025,587998.59,Current,2021-12-10
31026,5000000.24,Current,2021-12-13
31027,789601.69,Current,2021-12-13
31028,460598.32,Current,2021-12-17
31029,1680000.78,Current,2021-12-20
31030,798400.18,Current,2021-12-20
31031,11999999.81,Current,2021-12-21
31032,520799.63,Current,2021-12-21
31033,1201415.92,Current,2021-12-24
31034,1039996.82,Amortization Past Due,2021-12-27
31035,894401.0,Amortization Past Due,2021-12-27
31036,543199.85,Current,2021-12-28
31037,559300.67,Current,2021-12-29
31038,7000001.46,Current,2022-01-07
31039,1541913.96,Current,2022-01-11
31040,1241849.1,Current,2022-01-14
31041,1151749.98,Current,2022-01-17
31042,2033792.76,Principal Past Due,2022-01-26
31043,3579521.83,Current,2022-01-27
31044,1048999.67,Current,2022-01-27
31045,2325600.67,Current,2022-01-28
31046,12211584.89,Current,2022-01-28
31047,993749.4,Amortization Past Due,2022-01-28
31048,819500.89,Current,2022-01-31
31049,561851.13,Current,2022-02-02
31050,508999.29,Current,2022-02-04
31051,597098.39,Current,2022-02-07
31052,575110.83,Current,2022-02-17
31053,3586320.73,Current,2022-02-21
31054,680799.13,Amortization Past Due,2022-02-21
31055,852550.08,Current,2022-02-23
31056,334558.99,Current,2022-02-23
31057,1196000.82,Current,2022-03-07
31058,598801.54,Current,2022-03-07
31059,638250.04,Current,2022-03-10
31060,3977790.21,Current,2022-03-17
31061,2040549.82,Current,2022-03-18
31062,1034251.03,Current,2022-03-22
31063,2046486.93,Current,2022-03-23
31064,526401.05,Current,2022-03-23
31065,862399.62,Amortization Past Due,2022-03-23
31066,3696360.06,Current,2022-03-24
31067,1035999.32,Current,2022-03-29
31068,12441599.03,Current,2022-03-29
31069,3648660.31,Current,2022-03-31
31070,35000000.57,Current,2022-03-31
31071,5999997.97,Current,2022-03-31
31072,2406963.91,Current,2022-03-31
31073,757500.3,Current,2022-03-31
31074,2638908.21,Current,2022-03-31
31075,1404670.08,Current,2022-03-31
31076,1016800.67,Current,2022-03-31
31077,1510402.3,Current,2022-03-31
31078,263199.67,Current,2022-04-01
31079,699221.1,Current,2022-04-01
31080,587188.67,Current,2022-04-04
31081,1960000.69,Current,2022-04-06
31082,602399.89,Current,2022-04-06
31083,561851.46,Current,2022-04-07
31084,500001.14,Current,2022-04-12
31085,907502.38,Current,2022-04-18
31086,1871201.01,Current,2022-04-18
31087,5569044.77,Current,2022-04-20
31088,649998.91,Current,2022-04-20
31089,796601.35,Current,2022-04-20
31090,971999.05,Current,2022-04-22
31091,13681851.07,Current,2022-04-28
31092,4276124.72,Current,2022-04-29
31093,975100.68,Current,2022-05-04
31094,798400.34,Current,2022-05-04
31095,938049.77,Current,2022-05-10
31096,4565144.17,Current,2022-05-13
31097,934998.65,Current,2022-05-16
31098,650400.21,Current,2022-05-19
31099,1003998.98,Current,2022-05-24
31100,680799.79,Amortization Past Due,2022-05-24
31101,529549.27,Current,2022-05-26
31102,1638401.12,Current,2022-05-26
31103,577998.4,Current,2022-06-02
31104,3512000.31,Current,2022-06-10
31105,2390400.01,Current,2022-06-10
31106,1988001.19,Current,2022-06-13
31107,1.76,Current,2022-06-15
31108,520001.4,Current,2022-06-16
31109,1488499.84,Current,2022-06-17
31110,6000000.49,Current,2022-06-20
31111,1047999.35,Current,2022-06-20
31112,689600.37,Current,2022-06-20
31113,5999999.79,Current,2022-06-22
31114,695110.43,Amortization Past Due,2022-06-22
31115,1421249.29,Amortization Past Due,2022-06-23
31116,1055999.83,Current,2022-06-24
31117,999999.58,Current,2022-06-24
31118,4232256.14,Current,2022-06-27
31119,6927007.55,Current,2022-06-28
31120,2191694.5,Current,2022-06-29
31121,3077497.12,Current,2022-06-29
31122,5000001.76,Current,2022-06-30
31123,2284200.55,Current,2022-06-30
31124,591199.39,Current,2022-06-30
31125,647009.43,Current,2022-07-06
31126,1999999.12,Current,2022-07-08
31127,766401.41,Current,2022-07-12
31128,2172720.45,Current,2022-07-13
31129,13325180.94,Current,2022-07-13
31130,785998.69,Current,2022-07-13
31131,1195998.03,Current,2022-07-14
31132,880001.59,Current,2022-07-19
31133,2499998.63,Current,2022-07-21
31134,2298000.19,Current,2022-07-21
31135,813521.34,Current,2022-07-22
31136,834100.91,Current,2022-07-26
31137,499200.4,Current,2022-07-26
31138,718401.47,Current,2022-07-27
31139,689599.79,Current,2022-07-27
31140,2632240.02,Current,2022-07-25
31141,6500000.63,Current,2022-07-28
31142,984671.69,Current,2022-07-28
31143,5200001.51,Current,2022-07-28
31144,732698.9,Current,2022-07-28
31145,972562.5,Current,2022-07-28
31146,8007158.36,Current,2022-07-29
31147,1704799.18,Current,2022-07-29
31148,1160249.98,Current,2022-07-29
31149,1054399.37,Current,2022-07-29
31150,1106699.8,Current,2022-07-29
31151,4660374.85,Current,2022-08-02
31152,582499.63,Current,2022-08-03
31153,1678656.64,Principal Past Due,2022-08-05
31154,656599.11,Current,2022-08-10
31155,814400.39,Current,2022-08-18
31156,1006400.14,Current,2022-08-19
31157,2000000.1,Current,2022-08-23
31158,3989999.18,Current,2022-08-24
31159,823201.02,Current,2022-08-30
31160,814397.92,Current,2022-08-30
31161,813519.35,Current,2022-08-31
31162,840639.25,Current,2022-09-01
31163,1023998.83,Current,2022-09-01
31164,1252001.61,Current,2022-09-08
31165,592498.48,Current,2022-09-08
31166,1064399.76,Current,2022-09-13
31167,2306592.0,Current,2022-09-14
31168,802399.97,Current,2022-09-16
31169,1019999.71,Current,2022-09-16
31170,7081728.72,Current,2022-09-19
31171,8700002.06,Current,2022-09-21
31172,1755200.96,Current,2022-09-21
31173,1326258.66,Current,2022-09-28
31174,1756999.95,Current,2022-09-28
31175,1419999.56,Current,2022-09-28
31176,6999999.8,Current,2022-09-29
31177,887998.69,Current,2022-09-29
31178,649999.58,Amortization Past Due,2022-09-29
31179,700000.33,Current,2022-09-29
31180,666399.26,Current,2022-09-29
31181,3125989.46,Current,2022-09-30
31182,5107658.8,Current,2022-09-30
31183,1157999.16,Current,2022-09-30
31184,1323998.97,Current,2022-09-30
31185,4346437.58,Current,2022-10-03
31186,787100.01,Current,2022-10-05
31187,1015198.09,Current,2022-10-07
31188,4485248.18,Current,2022-10-17
31189,732699.07,Current,2022-10-17
31190,1027998.83,Current,2022-10-17
31191,1239998.96,Current,2022-10-18
31192,1497698.61,Current,2022-10-18
31193,676898.97,Current,2022-10-26
31194,679110.19,Amortization Past Due,2022-10-26
31195,3642055.28,Current,2022-10-27
31196,3572568.07,Current,2022-10-28
